GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO ASPECT	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	DATE
UniProtKB	P00491	PNP	enables	GO:0004731	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.1	9606	UniProt		20201205
UniProtKB	P00491	PNP	enables	GO:0004731	F	ECO:0000314	IDA	PMID:16964310		9606	MGI		20080423
UniProtKB	P00491	PNP	enables	GO:0004731	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P85973|ensembl:ENSRNOP00000013582	9606	Ensembl		20201205
UniProtKB	P00491	PNP	enables	GO:0004731	F	ECO:0000314	IDA	PMID:18938130		9606	UniProt		20090205
UniProtKB	P00491	PNP	enables	GO:0004731	F	ECO:0000314	IDA	PMID:16930574		9606	UniProt		20090205
UniProtKB	P00491	PNP	enables	GO:0004731	F	ECO:0000314	IDA	PMID:9305962		9606	UniProt		20090205
UniProtKB	P00491	PNP	enables	GO:0004731	F	ECO:0000314	IDA	PMID:3029074		9606	UniProt		20090205
UniProtKB	P00491	PNP	enables	GO:0004731	F	ECO:0000314	IDA	PMID:23438750		9606	UniProt		20200923
UniProtKB	P00492	HPRT1	enables	GO:0004422	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:96217|PANTHER:PTN000501530|RGD:2826|TAIR:locus:2012986|UniProtKB:P00492|UniProtKB:P0A9M2|UniProtKB:P9WHQ9|UniProtKB:Q8IJS1|UniProtKB:Q9W719	9606	GO_Central		20170228
UniProtKB	P00492	HPRT1	enables	GO:0052657	F	ECO:0000314	IDA	PMID:19527031		9606	UniProt		20110210
UniProtKB	P00492	HPRT1	enables	GO:0004422	F	ECO:0000314	IDA	PMID:19527031		9606	UniProt		20110210
UniProtKB	P00492	HPRT1	enables	GO:0004422	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005904	9606	InterPro		20201205
UniProtKB	P00492	HPRT1	enables	GO:0052657	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.8	9606	UniProt		20201205
UniProtKB	P00492	HPRT1	enables	GO:0004422	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.8	9606	UniProt		20201205
UniProtKB	P00492	HPRT1	enables	GO:0004422	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P00493|ensembl:ENSMUSP00000026723	9606	Ensembl		20201205
UniProtKB	P00492	HPRT1	enables	GO:0004422	F	ECO:0000314	IDA	PMID:6300847		9606	UniProt		20060831
UniProtKB	P00492	HPRT1	enables	GO:0004422	F	ECO:0000314	IDA	PMID:9521733		9606	UniProt		20060831
UniProtKB	P00709	LALBA	enables	GO:0004461	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000545	9606	InterPro		20201205
UniProtKB	P04062	GBA	enables	GO:0046527	F	ECO:0000314	IDA	PMID:24211208		9606	UniProt		20181113
UniProtKB	P04062	GBA	enables	GO:0046527	F	ECO:0000314	IDA	PMID:26724485		9606	UniProt		20181115
UniProtKB	P04062	GBA	enables	GO:0046527	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P17439|ensembl:ENSMUSP00000130660	9606	Ensembl		20201205
UniProtKB	P06133	UGT2B4	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18719240		9606	UniProt		20201019
UniProtKB	P06133	UGT2B4	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
UniProtKB	P06133	UGT2B4	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18052087		9606	BHF-UCL		20100728
UniProtKB	P06133	UGT2B4	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20056724		9606	BHF-UCL		20100726
UniProtKB	P06737	PYGL	enables	GO:0004645	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
UniProtKB	P06737	PYGL	enables	GO:0102499	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
UniProtKB	P06737	PYGL	enables	GO:0102250	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
UniProtKB	P06737	PYGL	enables	GO:0008184	F	ECO:0000314	IDA	PMID:22225877		9606	MGI		20131217
UniProtKB	P06737	PYGL	enables	GO:0008184	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P09811|ensembl:ENSRNOP00000009183	9606	Ensembl		20201205
UniProtKB	P06737	PYGL	enables	GO:0008184	F	ECO:0000315	IMP	PMID:10980448		9606	UniProt		20080417
UniProtKB	P06737	PYGL	enables	GO:0008184	F	ECO:0000315	IMP	PMID:17705025		9606	UniProt		20080417
UniProtKB	P06737	PYGL	enables	GO:0008184	F	ECO:0000315	IMP	PMID:9529348		9606	UniProt		20080417
UniProtKB	P06737	PYGL	enables	GO:0008184	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004507|MGI:MGI:97829|MGI:MGI:97830|PANTHER:PTN000157685|RGD:3460|RGD:3461|RGD:620687|SGD:S000006364|UniProtKB:P06737|UniProtKB:P0AC86|dictyBase:DDB_G0281383|dictyBase:DDB_G0291123	9606	GO_Central		20170228
UniProtKB	P06737	PYGL	enables	GO:0008184	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000811	9606	InterPro		20201205
UniProtKB	P06737	PYGL	enables	GO:0004645	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011833	9606	InterPro		20201205
UniProtKB	P06865	HEXA	enables	GO:0008375	F	ECO:0000314	IDA	PMID:25645918		9606	UniProt		20150709
UniProtKB	P07686	HEXB	enables	GO:0008375	F	ECO:0000314	IDA	PMID:25645918		9606	UniProt		20150709
UniProtKB	P07741	APRT	enables	GO:0003999	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:88061|PANTHER:PTN002088255|PomBase:SPAC23A1.03|SGD:S000004484	9606	GO_Central		20180216
UniProtKB	P07741	APRT	enables	GO:0003999	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005764	9606	InterPro		20201205
UniProtKB	P07741	APRT	enables	GO:0003999	F	ECO:0000304	TAS	PMID:3531209		9606	PINC		20030904
UniProtKB	P07741	APRT	enables	GO:0003999	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.7	9606	UniProt		20201205
UniProtKB	P07741	APRT	enables	GO:0003999	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P08030|ensembl:ENSMUSP00000006764	9606	Ensembl		20201205
UniProtKB	P09874	PARP1	enables	GO:1990404	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1340806|PANTHER:PTN000396992|UniProtKB:P09874|UniProtKB:Q9UGN5|UniProtKB:Q9Y6F1|dictyBase:DDB_G0278741|dictyBase:DDB_G0292820	9606	GO_Central		20200807
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0010247|MGI:MGI:1340806|MGI:MGI:1341112|PANTHER:PTN000396992|RGD:2053|TAIR:locus:2042511|UniProtKB:P09874|UniProtKB:Q9Y6F1|WB:WBGene00004049|WB:WBGene00004050|dictyBase:DDB_G0278741|dictyBase:DDB_G0279195	9606	GO_Central		20200807
UniProtKB	P09874	PARP1	enables	GO:0140294	F	ECO:0000314	IDA	PMID:27471034		9606	UniProt		20181126
UniProtKB	P09874	PARP1	enables	GO:1990404	F	ECO:0000314	IDA	PMID:19764761		9606	UniProt		20181126
UniProtKB	P09874	PARP1	enables	GO:1990404	F	ECO:0000314	IDA	PMID:25043379		9606	UniProt		20181126
UniProtKB	P09874	PARP1	enables	GO:1990404	F	ECO:0000314	IDA	PMID:7852410		9606	UniProt		20181126
UniProtKB	P09874	PARP1	enables	GO:1990404	F	ECO:0000314	IDA	PMID:26344098		9606	UniProt		20181126
UniProtKB	P09874	PARP1	enables	GO:1990404	F	ECO:0000314	IDA	PMID:28190768		9606	UniProt		20170307
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000314	IDA	PMID:7852410		9606	UniProt		20181126
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000314	IDA	PMID:19764761		9606	UniProt		20181126
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000314	IDA	PMID:17396150		9606	UniProt		20090814
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004102|InterPro:IPR008288|InterPro:IPR012317|InterPro:IPR036616	9606	InterPro		20201205
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000304	TAS	PMID:2513174		9606	PINC		20030904
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.30	9606	UniProt		20201205
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000314	IDA	PMID:23275542		9606	MGI		20140331
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000304	TAS	Reactome:R-HSA-2187325		9606	Reactome		20120409
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27008|ensembl:ENSRNOP00000004232	9606	Ensembl		20201205
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000314	IDA	PMID:19470756		9606	BHF-UCL		20121130
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000315	IMP	PMID:22504299		9606	CAFA		20170124
UniProtKB	P09874	PARP1	enables	GO:0003950	F	ECO:0000314	IDA	PMID:16107709		9606	UniProt		20071002
UniProtKB	P0DN25	C1GALT1C1L	enables	GO:0016263	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0032078|PANTHER:PTN000547277|UniProtKB:Q9NS00	9606	GO_Central		20170228
UniProtKB	P0DTE4	UGT2A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:19858781		9606	UniProt		20200914
UniProtKB	P0DTE4	UGT2A1	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
UniProtKB	P0DTE4	UGT2A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:23756265		9606	UniProt		20200909
UniProtKB	P0DTE5	UGT2A2	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
UniProtKB	P0DTE5	UGT2A2	enables	GO:0015020	F	ECO:0000314	IDA	PMID:23756265		9606	UniProt		20200909
UniProtKB	P0DTE5	UGT2A2	enables	GO:0015020	F	ECO:0000314	IDA	PMID:19858781		9606	UniProt		20200914
UniProtKB	P11172	UMPS	enables	GO:0004588	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0003257|PANTHER:PTN000444530|RGD:1311908|TAIR:locus:504955714|UniProtKB:P11172|WB:WBGene00011559|WB:WBGene00020036|dictyBase:DDB_G0280041	9606	GO_Central		20190306
UniProtKB	P11172	UMPS	enables	GO:0004588	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004467|InterPro:IPR023031	9606	InterPro		20201205
UniProtKB	P11172	UMPS	enables	GO:0004588	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.10	9606	UniProt		20201205
UniProtKB	P11172	UMPS	enables	GO:0004588	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q4QQS7|ensembl:ENSRNOP00000002450	9606	Ensembl		20201205
UniProtKB	P11172	UMPS	enables	GO:0004588	F	ECO:0000314	IDA	PMID:6893554		9606	UniProt		20080911
UniProtKB	P11172	UMPS	enables	GO:0004588	F	ECO:0000314	IDA	PMID:11730338		9606	UniProt		20080911
UniProtKB	P11216	PYGB	enables	GO:0008184	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004507|MGI:MGI:97829|MGI:MGI:97830|PANTHER:PTN000157685|RGD:3460|RGD:3461|RGD:620687|SGD:S000006364|UniProtKB:P06737|UniProtKB:P0AC86|dictyBase:DDB_G0281383|dictyBase:DDB_G0291123	9606	GO_Central		20170228
UniProtKB	P11216	PYGB	enables	GO:0008184	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000811	9606	InterPro		20201205
UniProtKB	P11216	PYGB	enables	GO:0004645	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011833	9606	InterPro		20201205
UniProtKB	P11216	PYGB	enables	GO:0004645	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
UniProtKB	P11216	PYGB	enables	GO:0102250	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
UniProtKB	P11216	PYGB	enables	GO:0102499	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
UniProtKB	P11216	PYGB	enables	GO:0008184	F	ECO:0000303	NAS	PMID:3346228		9606	UniProt		20080416
UniProtKB	P11217	PYGM	enables	GO:0008184	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004507|MGI:MGI:97829|MGI:MGI:97830|PANTHER:PTN000157685|RGD:3460|RGD:3461|RGD:620687|SGD:S000006364|UniProtKB:P06737|UniProtKB:P0AC86|dictyBase:DDB_G0281383|dictyBase:DDB_G0291123	9606	GO_Central		20170228
UniProtKB	P11217	PYGM	enables	GO:0008184	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000811	9606	InterPro		20201205
UniProtKB	P11217	PYGM	enables	GO:0004645	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011833	9606	InterPro		20201205
UniProtKB	P11217	PYGM	enables	GO:0008184	F	ECO:0000304	TAS	PMID:9633816		9606	PINC		20030904
UniProtKB	P11217	PYGM	enables	GO:0102499	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
UniProtKB	P11217	PYGM	enables	GO:0004645	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
UniProtKB	P11217	PYGM	enables	GO:0102250	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
UniProtKB	P11217	PYGM	enables	GO:0008184	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WUB3|ensembl:ENSMUSP00000047564	9606	Ensembl		20201205
UniProtKB	P13807	GYS1	enables	GO:0004373	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0266064|MGI:MGI:101805|PANTHER:PTN001300778|RGD:1589798|RGD:2773|SGD:S000001911|SGD:S000004248|UniProtKB:P13807|UniProtKB:P54840|dictyBase:DDB_G0267674	9606	GO_Central		20181120
UniProtKB	P13807	GYS1	enables	GO:0004373	F	ECO:0000314	IDA	PMID:16275910		9606	UniProt		20111110
UniProtKB	P13807	GYS1	enables	GO:0004373	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008631	9606	InterPro		20201205
UniProtKB	P13807	GYS1	enables	GO:0004373	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.11	9606	UniProt		20201205
UniProtKB	P13807	GYS1	enables	GO:0004373	F	ECO:0000269	EXP	PMID:19699667		9606	Reactome		20130502
UniProtKB	P13807	GYS1	enables	GO:0004373	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z1E4|ensembl:ENSMUSP00000003964	9606	Ensembl		20201205
UniProtKB	P13807	GYS1	enables	GO:0004373	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2RRU1|ensembl:ENSRNOP00000028271	9606	Ensembl		20201205
UniProtKB	P15291	B4GALT1	enables	GO:0003831	F	ECO:0000314	IDA	PMID:16157350		9606	UniProt		20131129
UniProtKB	P15291	B4GALT1	enables	GO:0003945	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.90	9606	UniProt		20201205
UniProtKB	P15291	B4GALT1	enables	GO:0004461	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.22	9606	UniProt		20201205
UniProtKB	P15291	B4GALT1	enables	GO:0003831	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.38	9606	UniProt		20201205
UniProtKB	P15291	B4GALT1	enables	GO:0004461	F	ECO:0000269	EXP	PMID:11419947		9606	Reactome		20150129
UniProtKB	P15291	B4GALT1	enables	GO:0008378	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P15535|ensembl:ENSMUSP00000030121	9606	Ensembl		20201205
UniProtKB	P15291	B4GALT1	enables	GO:0003831	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P15535|ensembl:ENSMUSP00000030121	9606	Ensembl		20201205
UniProtKB	P15291	B4GALT1	enables	GO:0008378	F	ECO:0000303	NAS	PMID:7540104		9606	UniProt		20021105
UniProtKB	P15291	B4GALT1	enables	GO:0004461	F	ECO:0000314	IDA	PMID:33805		9606	UniProt		20070329
UniProtKB	P15291	B4GALT1	enables	GO:0003945	F	ECO:0000314	IDA	PMID:2120039		9606	UniProt		20070330
UniProtKB	P15291	B4GALT1	enables	GO:0003945	F	ECO:0000314	IDA	PMID:33805		9606	UniProt		20070329
UniProtKB	P15291	B4GALT1	enables	GO:0035250	F	ECO:0000314	IDA	PMID:3917437		9606	UniProt		20070329
UniProtKB	P15291	B4GALT1	enables	GO:0003831	F	ECO:0000314	IDA	PMID:33805		9606	UniProt		20070329
UniProtKB	P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:108470|PANTHER:PTN001010096|UniProtKB:P15907|UniProtKB:Q96JF0	9606	GO_Central		20170228
UniProtKB	P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000314	IDA	PMID:23999306		9606	UniProt		20131121
UniProtKB	P15907	ST6GAL1	enables	GO:0008373	F	ECO:0000314	IDA	PMID:21081508		9606	UniProt		20101217
UniProtKB	P15907	ST6GAL1	enables	GO:0008373	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001675|InterPro:IPR012163	9606	InterPro		20201205
UniProtKB	P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.99.1	9606	UniProt		20201205
UniProtKB	P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000304	TAS	Reactome:R-HSA-975902		9606	Reactome		20101115
UniProtKB	P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000304	TAS	Reactome:R-HSA-977071		9606	Reactome		20101015
UniProtKB	P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000304	TAS	Reactome:R-HSA-977228		9606	Reactome		20101015
UniProtKB	P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64685|ensembl:ENSMUSP00000023601	9606	Ensembl		20201205
UniProtKB	P15907	ST6GAL1	enables	GO:0008373	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64685|ensembl:ENSMUSP00000023601	9606	Ensembl		20201205
UniProtKB	P16442	ABO	enables	GO:0016758	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005076	9606	InterPro		20201205
UniProtKB	P16442	ABO	enables	GO:0004381	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.37	9606	UniProt		20201205
UniProtKB	P16442	ABO	enables	GO:0004380	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.40	9606	UniProt		20201205
UniProtKB	P16662	UGT2B7	enables	GO:0015020	F	ECO:0000314	IDA	PMID:17442341		9606	UniProt		20120907
UniProtKB	P16662	UGT2B7	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18719240		9606	UniProt		20201019
UniProtKB	P16662	UGT2B7	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
UniProtKB	P16662	UGT2B7	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18052087		9606	BHF-UCL		20100728
UniProtKB	P16662	UGT2B7	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20056724		9606	BHF-UCL		20100726
UniProtKB	P16662	UGT2B7	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt	has_input(CHEBI:10110)	20140529
UniProtKB	P19224	UGT1A6	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
UniProtKB	P19224	UGT1A6	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt	has_input(CHEBI:28790)	20140529
UniProtKB	P19224-1	UGT1A6	enables	GO:0015020	F	ECO:0000250	ISS	PMID:20610558	UniProtKB:Q9HAW7-1	9606	BHF-UCL		20150109
UniProtKB	P19526	FUT1	enables	GO:0008107	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109374|MGI:MGI:109375|MGI:MGI:1928893|PANTHER:PTN000231475|RGD:2639	9606	GO_Central		20170228
UniProtKB	P19526	FUT1	enables	GO:0031127	F	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F6Q1T7	9606	UniProt		20200116
UniProtKB	P19526	FUT1	enables	GO:0031127	F	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O09160	9606	UniProt		20200114
UniProtKB	P19526	FUT1	enables	GO:0008107	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002516	9606	InterPro		20201205
UniProtKB	P19526	FUT1	enables	GO:0008417	F	ECO:0000304	TAS	PMID:2118655		9606	PINC		20030904
UniProtKB	P19526	FUT1	enables	GO:0008107	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.69	9606	UniProt		20201205
UniProtKB	P19526	FUT1	enables	GO:0031127	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O09160|ensembl:ENSMUSP00000008605	9606	Ensembl		20201205
UniProtKB	P19526	FUT1	enables	GO:0008107	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O09160|ensembl:ENSMUSP00000008605	9606	Ensembl		20201205
UniProtKB	P19526	FUT1	enables	GO:0008107	F	ECO:0000304	TAS	PMID:11698403		9606	UniProt		20031216
UniProtKB	P19971	TYMP	enables	GO:0004645	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000053	9606	InterPro		20201205
UniProtKB	P19971	TYMP	enables	GO:0016154	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018090	9606	InterPro		20201205
UniProtKB	P19971	TYMP	enables	GO:0016763	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR013102|InterPro:IPR036566	9606	InterPro		20201205
UniProtKB	P19971	TYMP	enables	GO:0009032	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.4	9606	UniProt		20201205
UniProtKB	P19971	TYMP	enables	GO:0009032	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99N42|ensembl:ENSMUSP00000023285	9606	Ensembl		20201205
UniProtKB	P19971	TYMP	enables	GO:0009032	F	ECO:0000314	IDA	PMID:1590793		9606	CAFA		20160722
UniProtKB	P19971	TYMP	enables	GO:0009032	F	ECO:0000315	IMP	PMID:9924029		9606	CAFA	occurs_in(CL:0000738)	20160721
UniProtKB	P21217	FUT3	enables	GO:0046920	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0036485|MGI:MGI:1330859|MGI:MGI:2384748|PANTHER:PTN000231531|RGD:619954|RGD:735019|TAIR:locus:2094078|UniProtKB:G3MZR2|UniProtKB:P21217|UniProtKB:P22083|UniProtKB:P51993|UniProtKB:Q11128|UniProtKB:Q11130|UniProtKB:Q9Y231|WB:WBGene00001505|WB:WBGene00020222	9606	GO_Central		20170228
UniProtKB	P21217	FUT3	enables	GO:0017060	F	ECO:0000314	IDA	PMID:1977660		9606	UniProt		20200124
UniProtKB	P21217	FUT3	enables	GO:0017060	F	ECO:0000314	IDA	PMID:7721776		9606	UniProt		20200203
UniProtKB	P21217	FUT3	enables	GO:0017060	F	ECO:0000314	IDA	PMID:1740457		9606	UniProt		20200313
UniProtKB	P21217	FUT3	enables	GO:0017083	F	ECO:0000314	IDA	PMID:1740457		9606	UniProt		20200313
UniProtKB	P21217	FUT3	enables	GO:0017083	F	ECO:0000314	IDA	PMID:12668675		9606	UniProt		20200203
UniProtKB	P21217	FUT3	enables	GO:0017083	F	ECO:0000314	IDA	PMID:7721776		9606	UniProt		20200204
UniProtKB	P21217	FUT3	enables	GO:0017083	F	ECO:0000314	IDA	PMID:1977660		9606	UniProt		20200204
UniProtKB	P21217	FUT3	enables	GO:0017060	F	ECO:0000315	IMP	PMID:11058871		9606	UniProt		20200206
UniProtKB	P21217	FUT3	enables	GO:0017060	F	ECO:0000315	IMP	PMID:10211701		9606	UniProt		20200204
UniProtKB	P21217	FUT3	enables	GO:0017083	F	ECO:0000315	IMP	PMID:11058871		9606	UniProt		20200206
UniProtKB	P21217	FUT3	enables	GO:0017083	F	ECO:0000315	IMP	PMID:10211701		9606	UniProt		20200204
UniProtKB	P21217	FUT3	enables	GO:0008417	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001503	9606	InterPro		20201205
UniProtKB	P21217	FUT3	enables	GO:0017060	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.65	9606	UniProt		20201205
UniProtKB	P21217	FUT3	enables	GO:0017060	F	ECO:0000304	TAS	Reactome:R-HSA-5693925		9606	Reactome		20150519
UniProtKB	P21217	FUT3	enables	GO:0008417	F	ECO:0000314	IDA	PMID:7721776		9606	BHF-UCL		20170614
UniProtKB	P21217	FUT3	enables	GO:0046920	F	ECO:0000314	IDA	PMID:1977660		9606	BHF-UCL		20110721
UniProtKB	P21217	FUT3	enables	GO:0008417	F	ECO:0000314	IDA	PMID:12668675		9606	BHF-UCL		20110721
UniProtKB	P22083	FUT4	enables	GO:0046920	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0036485|MGI:MGI:1330859|MGI:MGI:2384748|PANTHER:PTN000231531|RGD:619954|RGD:735019|TAIR:locus:2094078|UniProtKB:G3MZR2|UniProtKB:P21217|UniProtKB:P22083|UniProtKB:P51993|UniProtKB:Q11128|UniProtKB:Q11130|UniProtKB:Q9Y231|WB:WBGene00001505|WB:WBGene00020222	9606	GO_Central		20170228
UniProtKB	P22083	FUT4	enables	GO:0017083	F	ECO:0000314	IDA	PMID:1740457		9606	UniProt		20200313
UniProtKB	P22083	FUT4	enables	GO:0017083	F	ECO:0000314	IDA	PMID:11278338		9606	UniProt		20191114
UniProtKB	P22083	FUT4	enables	GO:0017083	F	ECO:0000315	IMP	PMID:23192350		9606	UniProt		20191114
UniProtKB	P22083	FUT4	enables	GO:0008417	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001503	9606	InterPro		20201205
UniProtKB	P22083	FUT4	enables	GO:0008417	F	ECO:0000304	TAS	PMID:1716630		9606	PINC		20030904
UniProtKB	P22083	FUT4	enables	GO:0046920	F	ECO:0000304	TAS	PMID:11698403		9606	UniProt		20031216
UniProtKB	P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:15472229		9606	UniProt		20201019
UniProtKB	P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18719240		9606	UniProt		20201019
UniProtKB	P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:19830808		9606	UniProt		20201019
UniProtKB	P22309	UGT1A1	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
UniProtKB	P22309	UGT1A1	enables	GO:0015020	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64550|ensembl:ENSRNOP00000025045	9606	Ensembl		20201205
UniProtKB	P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:19996319		9606	BHF-UCL		20100726
